2019-08-25 23:09:05,b'Kemenhub Buka Peluang Beri Sanksi di Insiden KM Santika https://t.co/bCoPUEtQ7t'
2019-08-25 22:56:05,"b'Tabrakan di MotoGP Inggris, Dovizioso Sempat Hilang Ingatan https://t.co/Q4U2YavqoY'"
2019-08-25 22:45:04,b'Hendardi Soal Posisi Penasihat Kapolri: LSM Nyinyir ke Pansel https://t.co/GCQT93nMJp'
2019-08-25 22:20:03,b'YouTube Bakal Hapus Fitur Pesan Langsung https://t.co/adp0RZwhsq'
2019-08-25 22:00:02,b'MotoGP Inggris: Marquez Punya Rasa Takut Saat Duel Lawan Rins https://t.co/aeGuL0G41U'
2019-08-25 21:44:01,b'Brasil Kirim Dua Hercules ke Kebakaran Hutan Amazon https://t.co/NBQNK6YKPo'
2019-08-25 21:05:59,"b'Hasil Liga Spanyol: Griezmann Dua Gol, Barcelona Tekuk Betis https://t.co/FkHOay3ZPh'"
2019-08-25 20:52:58,"b""Akui Serang Suriah, Israel Antisipasi 'Drone Pembunuh' Iran https://t.co/niCAKdvWF6"""
2019-08-25 20:10:56,"b'Jadi Cadangan Juventus, De Ligt Terima Keputusan Sarri https://t.co/R0w0DlqI2b'"
2019-08-25 19:49:55,b'200 Ribu Pengungsi Rohingya Kenang Eksodus dari Myanmar https://t.co/HBmuNSgHzx'
2019-08-25 19:20:53,b'Hasil Liga Spanyol: Atletico Kalahkan Leganes 1-0 https://t.co/BtaHs8d1S3'
2019-08-25 19:13:53,"b'Nelayan Bantu Evakuasi, Korban Selamat KM Santika Bertambah https://t.co/QcS7dCl57Z'"
2019-08-25 18:44:51,b'Hasil Liga Italia: AC Milan Awali Musim dengan Kekalahan https://t.co/fdfp6ZdqLa'
2019-08-25 18:32:51,b'PSI Sindir Balik Tina Toon Terima Pin Emas DPRD DKI https://t.co/cwmd1i9hLf'
2019-08-25 18:08:50,"b""Kim Tersenyum di Uji Senjata 'Super Besar', Trump Tak Senang https://t.co/fbJmMyqHqo"""
2019-08-25 17:49:49,b'Ahsan/Hendra Tak Menyangka Juara di Kejuaraan Dunia 2019 https://t.co/HcoAlAEs38'
2019-08-25 17:37:48,"b""'Lover' Taylor Swift Catat Penjualan Tertinggi 2019 di AS https://t.co/wOmfu5gjvV"""
2019-08-25 17:12:47,b'Kejuaraan Dunia: Hendra Setiawan Samai Rekor Butet https://t.co/OGnjVcSZwK'
2019-08-25 17:01:46,b'Dua Santri Tewas Tersambar Petir Saat Berteduh di Pohon Bambu https://t.co/pGr7v7uEm4'
2019-08-25 16:40:45,b'Lahan Ilalang Seluas 3 Ha Terbakar di Dekat Tol Kanci Cirebon https://t.co/xvWMAoGvbe'
2019-08-25 16:17:44,b'Hasil Kejuaraan Dunia: Ahsan/Hendra Juara https://t.co/ppWnhLALzT'
2019-08-25 16:09:43,"b'Dukung Jokowi, PAN Sebut Perbedaan Politik Sudah Berakhir https://t.co/FujAYw4aI7'"
2019-08-25 15:48:43,b'Hasil Liga 1: Puasa Kemenangan Persib Berlanjut https://t.co/NZwcG2Cl6W'
2019-08-25 15:42:42,b'Pemprov DKI Klaim Gunakan Batu Gamping di Instalasi Gabion https://t.co/Iu0uSRghJO'
2019-08-25 15:24:41,"b'Tabrakan Heli dan Pesawat di Spanyol, Lima Orang Diduga Tewas https://t.co/IVlqkEg0Yt'"
2019-08-25 15:02:40,b'Hasil Liga Inggris: Man City Menang atas Bournemouth 3-1 https://t.co/DvrHfZPY28'
2019-08-25 14:48:39,b'Drone Diduga Milik Israel Meledak Dekat Markas Hizbullah https://t.co/6NNDjZ47vR'
